datetime,Open,High,Low,Close,Volume
2023-03-06 11:00:00+00:00,1850.12,1853.79,1847.16,1851.83,0.0
2023-03-06 15:00:00+00:00,1851.83,1853.95,1846.41,1847.06,0.0
2023-03-06 19:00:00+00:00,1847.04,1847.27,1845.1,1846.76,0.0
2023-03-06 23:00:00+00:00,1846.68,1850.44,1844.08,1849.09,0.0
2023-03-07 03:00:00+00:00,1849.09,1849.44,1846.54,1846.75,0.0
2023-03-07 07:00:00+00:00,1846.75,1851.61,1842.69,1842.94,0.0
2023-03-07 11:00:00+00:00,1842.94,1843.92,1829.87,1831.69,0.0
2023-03-07 15:00:00+00:00,1831.6,1831.76,1812.87,1814.47,0.0
2023-03-07 19:00:00+00:00,1814.47,1815.96,1812.69,1813.23,0.0
2023-03-07 23:00:00+00:00,1813.34,1814.38,1810.6,1811.01,0.0
2023-03-08 03:00:00+00:00,1811.01,1813.92,1808.77,1813.89,0.0
2023-03-08 07:00:00+00:00,1813.89,1815.16,1812.35,1814.1,0.0
2023-03-08 11:00:00+00:00,1814.1,1821.55,1812.13,1820.42,0.0
2023-03-08 15:00:00+00:00,1820.43,1824.23,1813.26,1814.52,0.0
2023-03-08 19:00:00+00:00,1814.52,1816.33,1812.82,1813.67,0.0
2023-03-08 23:00:00+00:00,1813.66,1816.41,1811.85,1813.1,0.0
2023-03-09 03:00:00+00:00,1813.09,1816.04,1812.63,1813.35,0.0
2023-03-09 07:00:00+00:00,1813.35,1819.11,1812.68,1818.02,0.0
2023-03-09 11:00:00+00:00,1818.01,1831.86,1815.41,1831.34,0.0
2023-03-09 15:00:00+00:00,1831.34,1835.62,1825.49,1834.94,0.0
2023-03-09 19:00:00+00:00,1834.94,1834.94,1828.97,1830.83,0.0
2023-03-09 23:00:00+00:00,1831.24,1834.82,1828.05,1829.5,0.0
2023-03-10 03:00:00+00:00,1829.47,1832.7,1827.73,1830.66,0.0
2023-03-10 07:00:00+00:00,1830.66,1837.36,1830.62,1832.75,0.0
2023-03-10 11:00:00+00:00,1832.75,1860.23,1831.7,1858.34,0.0
2023-03-10 15:00:00+00:00,1858.36,1867.29,1854.12,1862.81,0.0
2023-03-10 19:00:00+00:00,1862.84,1870.13,1860.93,1867.14,0.0
2023-03-12 22:00:00+00:00,1873.95,1894.25,1872.07,1872.99,0.0
2023-03-13 02:00:00+00:00,1872.99,1888.84,1872.45,1877.85,0.0
2023-03-13 06:00:00+00:00,1877.85,1893.77,1871.44,1885.93,0.0
2023-03-13 10:00:00+00:00,1885.92,1909.74,1880.84,1896.69,0.0
2023-03-13 14:00:00+00:00,1896.63,1913.06,1896.21,1909.66,0.0
2023-03-13 18:00:00+00:00,1909.66,1914.56,1907.92,1913.42,0.0
2023-03-13 22:00:00+00:00,1913.82,1914.04,1905.29,1906.08,0.0
2023-03-14 02:00:00+00:00,1906.08,1907.91,1901.47,1904.02,0.0
2023-03-14 06:00:00+00:00,1904.02,1913.49,1900.73,1901.16,0.0
2023-03-14 10:00:00+00:00,1901.17,1911.93,1895.38,1902.32,0.0
2023-03-14 14:00:00+00:00,1902.31,1910.22,1900.13,1906.69,0.0
2023-03-14 18:00:00+00:00,1906.69,1909.67,1902.23,1903.71,0.0
2023-03-14 22:00:00+00:00,1903.88,1905.14,1899.89,1903.61,0.0
2023-03-15 02:00:00+00:00,1903.63,1905.61,1899.08,1900.14,0.0
2023-03-15 06:00:00+00:00,1900.14,1902.36,1885.64,1896.3,0.0
2023-03-15 10:00:00+00:00,1896.3,1930.26,1896.12,1926.03,0.0
2023-03-15 14:00:00+00:00,1926.04,1937.32,1917.48,1924.34,0.0
2023-03-15 18:00:00+00:00,1924.37,1926.24,1908.93,1918.4,0.0
2023-03-15 22:00:00+00:00,1918.1,1924.34,1907.47,1911.07,0.0
2023-03-16 02:00:00+00:00,1911.07,1920.2,1909.36,1919.85,0.0
2023-03-16 06:00:00+00:00,1919.85,1922.49,1912.37,1921.79,0.0
2023-03-16 10:00:00+00:00,1921.81,1933.43,1918.6,1923.75,0.0
2023-03-16 14:00:00+00:00,1923.85,1932.33,1913.33,1916.28,0.0
2023-03-16 18:00:00+00:00,1916.28,1921.13,1916.21,1919.1,0.0
2023-03-16 22:00:00+00:00,1920.36,1922.8,1918.19,1922.8,0.0
2023-03-17 02:00:00+00:00,1922.78,1932.77,1922.01,1929.45,0.0
2023-03-17 06:00:00+00:00,1929.45,1934.35,1927.25,1932.21,0.0
2023-03-17 10:00:00+00:00,1932.21,1952.08,1929.23,1950.58,0.0
2023-03-17 14:00:00+00:00,1950.58,1975.19,1949.71,1972.84,0.0
2023-03-17 18:00:00+00:00,1972.84,1988.07,1970.34,1987.7,0.0
2023-03-19 22:00:00+00:00,1982.91,1990.8,1968.04,1969.66,0.0
2023-03-20 02:00:00+00:00,1969.66,1988.55,1969.18,1988.02,0.0
2023-03-20 06:00:00+00:00,1988.02,2009.75,1981.82,1984.76,0.0
2023-03-20 10:00:00+00:00,1984.76,1988.55,1972.41,1977.97,0.0
2023-03-20 14:00:00+00:00,1977.97,1980.89,1965.81,1977.57,0.0
2023-03-20 18:00:00+00:00,1977.58,1984.28,1976.18,1978.72,0.0
2023-03-20 22:00:00+00:00,1978.51,1982.81,1975.35,1980.12,0.0
2023-03-21 02:00:00+00:00,1980.12,1985.08,1979.16,1982.49,0.0
2023-03-21 06:00:00+00:00,1982.49,1983.22,1962.91,1968.97,0.0
2023-03-21 10:00:00+00:00,1969.0,1969.47,1952.05,1952.87,0.0
2023-03-21 14:00:00+00:00,1952.87,1954.92,1936.59,1941.48,0.0
2023-03-21 18:00:00+00:00,1941.5,1942.11,1935.4,1940.48,0.0
2023-03-21 22:00:00+00:00,1939.66,1946.18,1939.14,1943.89,0.0
2023-03-22 02:00:00+00:00,1943.89,1943.89,1937.89,1939.77,0.0
2023-03-22 06:00:00+00:00,1939.77,1945.61,1934.22,1944.1,0.0
2023-03-22 10:00:00+00:00,1944.1,1945.32,1937.09,1942.87,0.0
2023-03-22 14:00:00+00:00,1942.87,1951.91,1942.49,1946.18,0.0
2023-03-22 18:00:00+00:00,1946.18,1978.89,1946.18,1969.48,0.0
2023-03-22 22:00:00+00:00,1970.32,1973.77,1964.46,1969.07,0.0
2023-03-23 02:00:00+00:00,1969.07,1980.85,1968.83,1977.08,0.0
2023-03-23 06:00:00+00:00,1977.08,1983.6,1974.22,1978.07,0.0
2023-03-23 10:00:00+00:00,1978.07,1984.95,1966.57,1984.0,0.0
2023-03-23 14:00:00+00:00,1984.16,1999.63,1977.68,1999.54,0.0
2023-03-23 18:00:00+00:00,1999.54,2003.29,1988.04,1993.28,0.0
2023-03-23 22:00:00+00:00,1993.22,1994.91,1989.59,1990.72,0.0
2023-03-24 02:00:00+00:00,1990.73,1993.44,1989.34,1990.42,0.0
2023-03-24 06:00:00+00:00,1990.42,1994.84,1981.25,1994.4,0.0
2023-03-24 10:00:00+00:00,1994.38,2002.99,1988.52,1989.52,0.0
2023-03-24 14:00:00+00:00,1989.52,1998.31,1975.6,1979.79,0.0
2023-03-24 18:00:00+00:00,1979.82,1979.93,1975.13,1978.55,0.0
2023-03-26 22:00:00+00:00,1979.02,1979.21,1969.07,1974.41,0.0
2023-03-27 02:00:00+00:00,1974.41,1977.07,1969.31,1970.09,0.0
2023-03-27 06:00:00+00:00,1970.09,1972.6,1955.93,1956.06,0.0
2023-03-27 10:00:00+00:00,1956.06,1958.18,1943.99,1949.15,0.0
2023-03-27 14:00:00+00:00,1949.15,1959.4,1945.8,1952.71,0.0
2023-03-27 18:00:00+00:00,1952.71,1958.17,1952.62,1956.26,0.0
2023-03-27 22:00:00+00:00,1956.43,1964.0,1956.22,1962.6,0.0
2023-03-28 02:00:00+00:00,1962.6,1962.68,1956.69,1959.48,0.0
2023-03-28 06:00:00+00:00,1959.48,1959.49,1949.13,1953.78,0.0
2023-03-28 10:00:00+00:00,1953.78,1967.39,1953.46,1963.21,0.0
2023-03-28 14:00:00+00:00,1963.24,1975.03,1958.94,1974.5,0.0
2023-03-28 18:00:00+00:00,1974.57,1975.21,1971.12,1973.8,0.0
2023-03-28 22:00:00+00:00,1973.64,1974.35,1966.83,1969.09,0.0
2023-03-29 02:00:00+00:00,1968.93,1970.25,1962.98,1963.04,0.0
2023-03-29 06:00:00+00:00,1963.04,1968.06,1958.65,1967.38,0.0
2023-03-29 10:00:00+00:00,1967.38,1969.18,1961.05,1965.62,0.0
2023-03-29 14:00:00+00:00,1965.61,1971.69,1960.63,1969.02,0.0
2023-03-29 18:00:00+00:00,1969.01,1969.09,1961.06,1964.51,0.0
2023-03-29 22:00:00+00:00,1964.26,1964.91,1955.29,1959.02,0.0
2023-03-30 02:00:00+00:00,1959.02,1965.43,1957.6,1964.55,0.0
2023-03-30 06:00:00+00:00,1964.54,1971.49,1963.79,1967.4,0.0
2023-03-30 10:00:00+00:00,1967.41,1975.31,1965.2,1966.65,0.0
2023-03-30 14:00:00+00:00,1966.65,1984.32,1963.93,1979.87,0.0
2023-03-30 18:00:00+00:00,1979.8,1983.02,1979.47,1980.29,0.0
2023-03-30 22:00:00+00:00,1980.12,1983.62,1977.65,1982.38,0.0
2023-03-31 02:00:00+00:00,1982.31,1983.26,1978.06,1979.01,0.0
2023-03-31 06:00:00+00:00,1979.01,1985.0,1973.16,1978.39,0.0
2023-03-31 10:00:00+00:00,1978.39,1987.53,1974.89,1979.7,0.0
2023-03-31 14:00:00+00:00,1979.65,1981.06,1966.87,1967.4,0.0
2023-03-31 18:00:00+00:00,1967.4,1972.1,1967.22,1969.2,0.0
2023-04-02 22:00:00+00:00,1971.48,1971.58,1956.73,1960.3,0.0
2023-04-03 02:00:00+00:00,1960.31,1960.34,1949.68,1953.8,0.0
2023-04-03 06:00:00+00:00,1953.8,1967.01,1950.77,1966.08,0.0
2023-04-03 10:00:00+00:00,1966.07,1980.73,1965.92,1976.0,0.0
2023-04-03 14:00:00+00:00,1976.0,1990.46,1976.0,1984.98,0.0
2023-04-03 18:00:00+00:00,1984.98,1986.01,1982.19,1984.15,0.0
2023-04-03 22:00:00+00:00,1984.27,1985.49,1977.79,1978.26,0.0
2023-04-04 02:00:00+00:00,1978.26,1981.44,1977.81,1978.83,0.0
2023-04-04 06:00:00+00:00,1978.83,1984.22,1976.97,1982.96,0.0
2023-04-04 10:00:00+00:00,1982.96,1993.21,1978.49,1992.45,0.0
2023-04-04 14:00:00+00:00,1992.47,2024.95,1992.47,2018.33,0.0
2023-04-04 18:00:00+00:00,2018.33,2022.42,2017.81,2020.35,0.0
2023-04-04 22:00:00+00:00,2020.32,2023.55,2019.36,2020.47,0.0
2023-04-05 02:00:00+00:00,2020.35,2025.29,2020.15,2024.27,0.0
2023-04-05 06:00:00+00:00,2024.27,2028.31,2021.78,2024.52,0.0
2023-04-05 10:00:00+00:00,2024.52,2032.0,2020.96,2022.52,0.0
2023-04-05 14:00:00+00:00,2022.87,2031.44,2009.96,2021.06,0.0
2023-04-05 18:00:00+00:00,2021.06,2023.26,2020.06,2020.4,0.0
2023-04-05 22:00:00+00:00,2020.62,2021.33,2012.48,2012.62,0.0
2023-04-06 02:00:00+00:00,2012.61,2015.99,2007.98,2015.61,0.0
2023-04-06 06:00:00+00:00,2015.61,2020.41,2011.78,2019.56,0.0
2023-04-06 10:00:00+00:00,2019.56,2020.9,2000.79,2003.58,0.0
2023-04-06 14:00:00+00:00,2003.57,2014.91,2001.32,2009.94,0.0
2023-04-06 18:00:00+00:00,2009.94,2011.53,2005.72,2007.63,0.0
2023-04-09 22:00:00+00:00,1990.28,2006.44,1989.98,1996.99,0.0
2023-04-10 02:00:00+00:00,1997.01,1997.17,1988.83,1994.49,0.0
2023-04-10 06:00:00+00:00,1994.49,2001.91,1991.66,2000.6,0.0
2023-04-10 10:00:00+00:00,2000.57,2002.94,1986.21,1988.06,0.0
2023-04-10 14:00:00+00:00,1988.17,1991.95,1981.61,1988.95,0.0
2023-04-10 18:00:00+00:00,1988.96,1992.81,1987.55,1991.23,0.0
2023-04-10 22:00:00+00:00,1991.1,1995.31,1988.74,1991.16,0.0
2023-04-11 02:00:00+00:00,1991.16,2001.51,1991.06,1999.03,0.0
2023-04-11 06:00:00+00:00,1999.03,2007.39,1997.78,2004.46,0.0
2023-04-11 10:00:00+00:00,2004.46,2004.97,1995.56,2001.41,0.0
2023-04-11 14:00:00+00:00,2001.41,2006.52,1999.7,2005.53,0.0
2023-04-11 18:00:00+00:00,2005.54,2006.71,2002.86,2003.52,0.0
2023-04-11 22:00:00+00:00,2003.54,2015.08,2002.93,2014.68,0.0
2023-04-12 02:00:00+00:00,2014.68,2021.06,2013.79,2018.21,0.0
2023-04-12 06:00:00+00:00,2018.21,2018.77,2008.54,2010.82,0.0
2023-04-12 10:00:00+00:00,2010.82,2028.23,2001.34,2007.72,0.0
2023-04-12 14:00:00+00:00,2007.75,2013.09,2003.11,2011.46,0.0
2023-04-12 18:00:00+00:00,2011.49,2018.05,2011.21,2014.67,0.0
2023-04-12 22:00:00+00:00,2014.56,2019.75,2013.61,2017.84,0.0
2023-04-13 02:00:00+00:00,2017.79,2019.47,2015.34,2015.42,0.0
2023-04-13 06:00:00+00:00,2015.42,2029.18,2015.26,2026.54,0.0
2023-04-13 10:00:00+00:00,2026.55,2047.06,2024.97,2046.51,0.0
2023-04-13 14:00:00+00:00,2046.51,2048.7,2033.55,2043.69,0.0
2023-04-13 18:00:00+00:00,2043.69,2043.94,2036.57,2040.52,0.0
2023-04-13 22:00:00+00:00,2040.03,2045.99,2038.6,2045.88,0.0
2023-04-14 02:00:00+00:00,2045.82,2047.39,2039.57,2042.66,0.0
2023-04-14 06:00:00+00:00,2042.68,2044.28,2031.79,2038.67,0.0
2023-04-14 10:00:00+00:00,2038.67,2042.2,2017.24,2023.31,0.0
2023-04-14 14:00:00+00:00,2023.42,2023.42,1992.35,2003.83,0.0
2023-04-14 18:00:00+00:00,2003.9,2007.93,2003.28,2004.39,0.0
2023-04-16 22:00:00+00:00,1999.68,2004.98,1995.39,2003.17,0.0
2023-04-17 02:00:00+00:00,2003.17,2012.7,2003.14,2011.26,0.0
2023-04-17 06:00:00+00:00,2011.26,2014.99,2008.29,2010.34,0.0
2023-04-17 10:00:00+00:00,2010.34,2011.06,1992.02,1995.92,0.0
2023-04-17 14:00:00+00:00,1995.93,1997.03,1981.14,1995.24,0.0
2023-04-17 18:00:00+00:00,1995.24,1997.1,1994.03,1994.94,0.0
2023-04-17 22:00:00+00:00,1995.04,1999.33,1993.28,1997.71,0.0
2023-04-18 02:00:00+00:00,1997.71,2001.75,1996.15,2000.53,0.0
2023-04-18 06:00:00+00:00,2000.53,2005.13,1998.1,2001.18,0.0
2023-04-18 10:00:00+00:00,2001.18,2005.7,1991.2,1999.09,0.0
2023-04-18 14:00:00+00:00,1999.13,2011.8,1998.98,2004.06,0.0
2023-04-18 18:00:00+00:00,2004.06,2006.18,2003.37,2004.96,0.0
2023-04-18 22:00:00+00:00,2004.88,2008.09,2002.8,2003.4,0.0
2023-04-19 02:00:00+00:00,2003.4,2006.89,1999.4,2000.35,0.0
2023-04-19 06:00:00+00:00,2000.35,2001.2,1972.63,1974.05,0.0
2023-04-19 10:00:00+00:00,1974.09,1992.86,1969.22,1990.62,0.0
2023-04-19 14:00:00+00:00,1990.62,1996.49,1988.82,1993.97,0.0
2023-04-19 18:00:00+00:00,1993.97,1996.78,1993.6,1994.58,0.0
2023-04-19 22:00:00+00:00,1994.07,1998.72,1992.17,1995.73,0.0
2023-04-20 02:00:00+00:00,1995.73,1996.84,1990.44,1994.25,0.0
2023-04-20 06:00:00+00:00,1994.25,2001.15,1992.34,1999.54,0.0
2023-04-20 10:00:00+00:00,1999.54,2011.34,1997.41,2003.58,0.0
2023-04-20 14:00:00+00:00,2003.6,2012.25,1998.99,2006.61,0.0
2023-04-20 18:00:00+00:00,2006.67,2006.78,2002.18,2004.48,0.0
2023-04-20 22:00:00+00:00,2004.14,2005.49,2000.29,2002.04,0.0
2023-04-21 02:00:00+00:00,2002.08,2003.92,1993.92,1994.9,0.0
2023-04-21 06:00:00+00:00,1994.9,1998.01,1981.84,1986.13,0.0
2023-04-21 10:00:00+00:00,1986.14,1997.89,1972.45,1973.77,0.0
2023-04-21 14:00:00+00:00,1973.77,1987.43,1971.55,1980.58,0.0
2023-04-21 18:00:00+00:00,1980.61,1983.55,1978.62,1982.84,0.0
2023-04-23 22:00:00+00:00,1980.79,1985.33,1979.09,1979.39,0.0
2023-04-24 02:00:00+00:00,1979.39,1983.21,1976.42,1978.56,0.0
2023-04-24 06:00:00+00:00,1978.52,1986.92,1977.65,1983.09,0.0
2023-04-24 10:00:00+00:00,1983.09,1985.37,1974.07,1977.86,0.0
2023-04-24 14:00:00+00:00,1977.77,1990.81,1976.47,1989.47,0.0
2023-04-24 18:00:00+00:00,1989.47,1990.32,1987.45,1989.08,0.0
2023-04-24 22:00:00+00:00,1988.69,2000.91,1988.54,1997.18,0.0
2023-04-25 02:00:00+00:00,1997.18,1998.27,1990.8,1995.46,0.0
2023-04-25 06:00:00+00:00,1995.46,1997.21,1986.9,1988.11,0.0
2023-04-25 10:00:00+00:00,1988.1,1994.53,1976.1,1985.21,0.0
2023-04-25 14:00:00+00:00,1985.21,1999.6,1983.43,1998.97,0.0
2023-04-25 18:00:00+00:00,1998.97,2003.78,1994.31,1997.0,0.0
2023-04-25 22:00:00+00:00,1996.4,2002.45,1995.65,1998.95,0.0
2023-04-26 02:00:00+00:00,1998.95,2000.82,1993.1,1996.15,0.0
2023-04-26 06:00:00+00:00,1996.14,2000.19,1994.4,1998.81,0.0
2023-04-26 10:00:00+00:00,1998.81,2009.37,1991.47,2003.11,0.0
2023-04-26 14:00:00+00:00,2003.11,2004.15,1983.36,1988.34,0.0
2023-04-26 18:00:00+00:00,1988.36,1991.68,1984.53,1989.19,0.0
2023-04-26 22:00:00+00:00,1989.57,1995.11,1989.14,1992.67,0.0
2023-04-27 02:00:00+00:00,1992.52,2002.79,1992.13,1999.06,0.0
2023-04-27 06:00:00+00:00,1999.06,2003.29,1996.83,1996.97,0.0
2023-04-27 10:00:00+00:00,1996.97,2003.32,1974.19,1981.88,0.0
2023-04-27 14:00:00+00:00,1981.88,1991.12,1978.79,1989.13,0.0
2023-04-27 18:00:00+00:00,1989.13,1989.9,1986.89,1987.71,0.0
2023-04-27 22:00:00+00:00,1987.93,1991.49,1984.86,1990.49,0.0
2023-04-28 02:00:00+00:00,1990.46,1991.13,1983.44,1984.86,0.0
2023-04-28 06:00:00+00:00,1984.86,1987.13,1979.77,1983.0,0.0
2023-04-28 10:00:00+00:00,1983.0,1990.08,1976.16,1986.61,0.0
2023-04-28 14:00:00+00:00,1986.61,1994.96,1982.05,1990.67,0.0
2023-04-28 18:00:00+00:00,1990.67,1991.22,1987.5,1989.58,0.0
2023-04-30 22:00:00+00:00,1990.87,1991.81,1981.03,1981.97,0.0
2023-05-01 02:00:00+00:00,1981.97,1986.36,1979.89,1982.06,0.0
2023-05-01 06:00:00+00:00,1982.06,1985.27,1977.06,1984.64,0.0
2023-05-01 10:00:00+00:00,1984.64,2006.02,1984.54,1997.21,0.0
2023-05-01 14:00:00+00:00,1997.21,1997.21,1979.91,1982.16,0.0
2023-05-01 18:00:00+00:00,1982.16,1983.34,1979.44,1982.47,0.0
2023-05-01 22:00:00+00:00,1981.77,1985.26,1980.72,1983.23,0.0
2023-05-02 02:00:00+00:00,1983.23,1984.27,1981.24,1982.77,0.0
2023-05-02 06:00:00+00:00,1982.77,1986.36,1978.47,1984.14,0.0
2023-05-02 10:00:00+00:00,1984.14,1990.19,1983.3,1987.05,0.0
2023-05-02 14:00:00+00:00,1987.05,2019.37,1987.05,2012.31,0.0
2023-05-02 18:00:00+00:00,2012.31,2018.33,2011.3,2016.35,0.0
2023-05-02 22:00:00+00:00,2017.11,2017.88,2014.21,2016.89,0.0
2023-05-03 02:00:00+00:00,2016.86,2019.51,2014.53,2014.93,0.0
2023-05-03 06:00:00+00:00,2014.93,2018.77,2012.6,2017.0,0.0
2023-05-03 10:00:00+00:00,2016.99,2020.12,2006.82,2013.63,0.0
2023-05-03 14:00:00+00:00,2013.47,2028.57,2011.91,2023.91,0.0
2023-05-03 18:00:00+00:00,2023.91,2040.37,2017.07,2039.34,0.0
2023-05-03 22:00:00+00:00,2042.8,2080.03,2042.05,2044.54,0.0
2023-05-04 02:00:00+00:00,2044.37,2046.43,2038.43,2042.76,0.0
2023-05-04 06:00:00+00:00,2042.76,2043.43,2030.36,2037.84,0.0
2023-05-04 10:00:00+00:00,2037.84,2045.5,2032.06,2044.31,0.0
2023-05-04 14:00:00+00:00,2044.31,2059.61,2042.92,2046.31,0.0
2023-05-04 18:00:00+00:00,2046.31,2050.92,2045.0,2050.03,0.0
2023-05-04 22:00:00+00:00,2050.21,2052.99,2047.5,2051.98,0.0
2023-05-05 02:00:00+00:00,2051.98,2052.13,2045.49,2045.97,0.0
2023-05-05 06:00:00+00:00,2045.97,2048.3,2037.35,2037.91,0.0
2023-05-05 10:00:00+00:00,2037.91,2039.35,2001.03,2003.91,0.0
2023-05-05 14:00:00+00:00,2003.91,2018.7,1999.48,2015.44,0.0
2023-05-05 18:00:00+00:00,2015.45,2018.92,2013.45,2016.54,0.0
2023-05-07 22:00:00+00:00,2016.48,2018.62,2014.16,2017.07,0.0
2023-05-08 02:00:00+00:00,2017.06,2024.77,2016.28,2020.93,0.0
2023-05-08 06:00:00+00:00,2020.93,2024.31,2019.93,2022.65,0.0
2023-05-08 10:00:00+00:00,2022.65,2026.96,2017.86,2024.88,0.0
2023-05-08 14:00:00+00:00,2024.88,2029.37,2022.87,2023.83,0.0
2023-05-08 18:00:00+00:00,2023.83,2023.85,2020.2,2021.26,0.0
2023-05-08 22:00:00+00:00,2021.02,2024.54,2019.48,2022.81,0.0
2023-05-09 02:00:00+00:00,2022.8,2028.75,2021.95,2026.04,0.0
2023-05-09 06:00:00+00:00,2026.04,2028.39,2021.43,2028.35,0.0
2023-05-09 10:00:00+00:00,2028.35,2032.83,2022.98,2030.36,0.0
2023-05-09 14:00:00+00:00,2030.34,2037.58,2024.41,2035.62,0.0
2023-05-09 18:00:00+00:00,2035.62,2037.09,2034.11,2034.44,0.0
